Date,Close,High,Low,Open,Volume,Daily_Return,Log_Return,Cumulative_Return,MA_10,MA_20,MA_50,Rolling_Volatility,Bollinger_Upper,Bollinger_Lower
2020-06-15,83.46179962158203,84.11637395651466,80.9286713541559,81.0917097169114,138808800,0.012367170538004846,0.01229132180035594,1.4246238624225096,81.52386779785157,79.40307922363282,73.42882698059083,0.017501770566276956,79.43808276476537,79.36807568250026
2020-06-16,85.6737060546875,85.9462485185203,83.88275727706606,85.52283897490148,165428800,0.026502021800803632,0.026156927081149854,1.462379275082376,82.22321319580078,79.85471038818359,73.97059814453125,0.01767224784357599,79.89005488387075,79.81936589249644
2020-06-17,85.55448913574219,86.48159854763982,85.43282115595484,86.42076455774615,114406400,-0.001391522842133286,-0.0013924919091336102,1.4603443409172367,82.86732482910156,80.3225227355957,74.40776885986328,0.017548618179525913,80.35761997195475,80.28742549923665
2020-06-18,85.58855438232422,86.00709250366052,84.97777878565866,85.51068509788405,96820400,0.00039817018284082906,0.00039809093412919547,1.4609258064904704,83.58297576904297,80.71794357299805,74.86037551879883,0.017292837424136735,80.75252924784633,80.68335789814978
2020-06-19,85.09944915771484,86.76386617293707,83.9874020783935,86.29666530516798,264476000,-0.005714610185195368,-0.0057310010447232706,1.4525771849968852,84.02633361816406,81.1178653717041,75.27097213745117,0.017231109765637187,81.15232759123538,81.08340315217282
2020-06-22,87.32597351074219,87.46954083393744,85.4474196297417,85.4936540555532,135445200,0.026163792774979377,0.02582737608801341,1.4905821134548065,84.6446517944336,81.60429382324219,75.7167805480957,0.0178652279428338,81.64002427912786,81.56856336735652
2020-06-23,89.18994903564453,90.61346620468515,88.15333523826686,88.57430921642852,212155600,0.021345030006141963,0.02112041550054057,1.5223986333931179,85.19313278198243,82.210200881958,76.17433868408203,0.017907179093348484,82.2460152401447,82.1743865237713
2020-06-24,87.61553955078125,89.73986501886358,87.24080011710065,88.81761971025675,192623200,-0.017652319593030263,-0.017809979922188374,1.49552476616847,85.36882247924805,82.72059745788575,76.5334294128418,0.01876504547061906,82.75812754882698,82.68306736694451
2020-06-25,88.77870178222656,88.81763643178542,87.00965180666661,87.77129464423196,137522400,0.013275752650831363,0.013188402093587697,1.515378983047315,86.07303848266602,83.28744888305664,76.92849960327149,0.018770650771462623,83.32499018459957,83.24990758151371
2020-06-26,86.05089569091797,88.8954936232834,85.90245689556569,88.67405701121628,205256800,-0.03072590651302698,-0.03120784487368648,1.4688175900823972,86.43390579223633,83.72168159484863,77.25804412841796,0.020533903746894577,83.76274940234242,83.68061378735484
2020-06-29,88.03407287597656,88.12897745361794,85.47904559885598,85.95841768027097,130646000,0.023046560632929092,0.022784999748947123,1.502668783730944,86.89113311767578,84.20750045776367,77.64613296508789,0.02085830848930783,84.24921707474229,84.16578384078505
2020-06-30,88.76896667480469,89.05610878837916,87.60095688672507,87.62042049858218,140223200,0.008347833683254091,0.008313183223614625,1.5152128128185476,87.2006591796875,84.71193618774414,78.0774104309082,0.020861336033393713,84.75365885981093,84.67021351567736
2020-07-01,88.60105895996094,89.3919008846663,88.55239622020926,88.84683067288958,110737200,-0.0018915136802127863,-0.0018933048512534073,1.5123467670546675,87.50531616210938,85.18632049560547,78.54687622070313,0.0209408138000158,85.2282021232055,85.14443886800544
2020-07-02,88.60105895996094,90.14867963414797,88.4866981798334,89.51114056301097,114041600,0.0,0.0,1.5123467670546675,87.80656661987305,85.69477119445801,78.97882385253907,0.020714255443226585,85.73619970534446,85.65334268357157
2020-07-06,90.97115325927734,91.44078989598016,90.00267343180715,90.03430829585879,118655600,0.026750180270277202,0.026398649428196724,1.5528023157045507,88.3937370300293,86.21003532409668,79.46336669921875,0.020620195754883212,86.25127571560644,86.16879493258692
2020-07-07,90.68888854980469,92.13186915393193,90.57695607635445,91.35076272390052,112424400,-0.0031027935709264653,-0.003107617215331133,1.547984290662463,88.73002853393555,86.68734016418458,79.90372650146485,0.020725840906479456,86.72879184599753,86.64588848237162
2020-07-08,92.801025390625,92.83266025069595,91.58190996618218,91.66951476530353,117092000,0.023289918694508804,0.023022847302548822,1.5840367189323687,89.0911361694336,87.142134475708,80.38535873413086,0.020260540458139967,87.18265555662428,87.10161339479173
2020-07-09,93.20011138916016,93.7500456266075,92.14889822617897,93.69651141665871,125642800,0.004300448156206116,0.004291227654442071,1.5908487867196643,89.64959335327148,87.50920791625977,80.89725067138671,0.019685663871803663,87.54857924400338,87.46983658851616
2020-07-10,93.36312866210938,93.42153433551938,92.18051959638903,92.79372347201921,90257200,0.0017491102802285052,0.001747582368240564,1.5936313566868048,90.10803604125977,88.0905372619629,81.36799255371093,0.015406185117556674,88.121349632198,88.05972489172778
2020-07-13,92.93242645263672,97.29057387515883,92.71828964483974,94.67227687695217,191649200,-0.004613193834060669,-0.004623867451698011,1.5862796263383714,90.79618911743164,88.61504745483398,81.8006591796875,0.015605963513346036,88.64625938186067,88.5838355278073
2020-07-14,94.47032928466797,94.66255936029044,91.37509535164902,92.31193292486347,170989200,0.016548613769544085,0.016413177605312558,1.6125303552051418,91.43981475830078,89.16547393798828,82.28704147338867,0.01572161103300056,89.19691716005428,89.13403071592228
2020-07-15,95.12003326416016,96.60194849384463,93.91795292676309,96.35131273104463,153198000,0.006877333702674404,0.006853792714435025,1.6236202645635796,92.07492141723633,89.63779029846191,82.76656600952148,0.014991918688138779,89.66777413583819,89.60780646108563
2020-07-16,93.94957733154297,94.8085529497705,93.3485372297674,93.98851197519926,110577600,-0.012305041245798232,-0.012381375106390547,1.603641550240611,92.60977325439453,90.05754470825195,83.20132614135743,0.01544206995505661,90.08842884816207,90.02666056834184
2020-07-17,93.75978088378906,94.55792255878987,93.28527277756179,94.40219140138757,92186800,-0.0020201948017725124,-0.0020222381477261087,1.6004018819169084,93.12564544677734,90.46610603332519,83.61738967895508,0.015487789113238636,90.49708161155166,90.43513045509872
2020-07-20,95.73566436767578,95.87436764626261,93.50184205095535,93.8473823794661,90318000,0.02107389186772668,0.020854908618378198,1.6341285781213315,93.60209655761719,90.99791679382324,84.05787658691406,0.01569814999893343,91.0293130938211,90.96652049382537
2020-07-21,94.41434478759766,96.60436824916565,94.16370906625916,96.52893470179353,103433200,-0.01380174868796602,-0.013897878351223435,1.6115747461622776,93.97464218139649,91.35233535766602,84.43684783935547,0.015542307756761048,91.38341997317954,91.3212507421525
2020-07-22,94.67958068847656,95.36335409074172,94.02744214680403,94.11503952134649,89001600,0.0028092754493567185,0.002805336809839441,1.6161021035314747,94.16249771118164,91.62681694030762,84.79737411499023,0.014998252907375198,91.65681344612237,91.59682043449287
2020-07-23,90.37010955810547,94.48978555792418,89.55736834691913,94.41191626887031,197004400,-0.04551637321409896,-0.046584789671265316,1.5425429970350457,93.87949752807617,91.76454544067383,85.08923110961913,0.018017469435877044,91.80058037954558,91.72851050180208
2020-07-24,90.14624786376953,90.49178823352345,86.76874316858824,88.56213563459892,185438800,-0.0024771652422530543,-0.0024802384924198463,1.5387218631381097,93.55780944824218,91.83292274475097,85.39491027832031,0.01782833788091857,91.86857942051282,91.79726606898913
2020-07-27,92.28272247314453,92.37519132147816,90.98818087454525,91.212045787962,121214000,0.023700094679522055,0.023423607431150503,1.5751897169799334,93.49283905029297,92.1445140838623,85.73412063598633,0.016872327937078446,92.17825873973646,92.11076942798815
2020-07-28,90.76673126220703,92.02964524444927,90.76185979129367,91.85200735463462,103625600,-0.01642768191389965,-0.016564112502888764,1.5493130013553413,93.12247924804687,92.28114700317383,86.05191711425782,0.016791104782008858,92.31472921273784,92.24756479360981
2020-07-29,92.5066146850586,92.69155242145456,91.21450111866662,91.25100003347492,90329200,0.01916873504924821,0.018987329393156886,1.5790113717866774,92.86113739013672,92.46802940368653,86.36922775268555,0.017187447102979956,92.50240429789248,92.43365450948058
2020-07-30,93.62594604492188,93.73057872513968,91.26802000602063,91.67682263526055,158130000,0.012100014292751649,0.012027394334595293,1.5981174319537135,92.8287742614746,92.71927375793457,86.71778182983398,0.01729630857675781,92.7538663750881,92.68468114078105
2020-07-31,103.4275131225586,103.578380221725,98.13738457841312,100.14247783391713,374336800,0.1046885771699857,0.09956346463260732,1.7654220720554992,93.79554748535156,93.46059646606446,87.23272933959962,0.028550527990370146,93.5176975220452,93.40349541008372
2020-08-03,106.03363800048828,108.66166323525441,105.01649553295304,105.31579399255398,308151200,0.025197597807862904,0.024885372360147855,1.8099064673882777,94.82534484863281,94.213720703125,87.8113818359375,0.02849932721993168,94.27071935756487,94.15672204868514
2020-08-04,106.74174499511719,107.83675673192468,105.49829447245462,106.22343825153119,173071600,0.006678135429302623,0.006655935464336525,1.8219932678918673,96.05808486938477,95.01636352539063,88.39426864624023,0.02838133290673872,95.07312619120411,94.95960085957715
2020-08-05,107.1286392211914,107.44984441915975,105.99469293819868,106.4619011739729,121776800,0.0036245821734683936,0.003618029205243255,1.8285972322108477,97.30299072265625,95.73274421691895,88.9954052734375,0.028183794683232084,95.7891118062854,95.67637662755249
2020-08-06,110.86628723144531,111.36269464253704,106.87071514088169,107.46201970975673,202428800,0.034889344599408956,0.034294507571161446,1.8923957911789775,99.35260848999023,96.61605300903321,89.66457885742187,0.02881995797845206,96.6736929249901,96.55841309307631
2020-08-07,108.34565734863281,110.84434776897682,107.54607671169924,110.38605018937842,198045600,-0.022735765269656927,-0.022998208305827262,1.8493707246734457,101.17254943847657,97.36517944335938,90.28265853881835,0.029656433713633384,97.42449231078665,97.30586657593211
2020-08-10,109.9204330444336,110.94184946694823,107.26085060599635,109.7961055869829,212403600,0.014534737564362965,0.014430120766384795,1.87625084281579,102.93632049560547,98.21457977294922,90.93374237060547,0.029540980057703153,98.27366173306463,98.15549781283381
2020-08-11,106.65142822265625,109.68154587218592,106.3905875156011,109.18181072713648,187902400,-0.029739737474068217,-0.030190931591500356,1.8204516353149491,104.5247901916504,98.82363471984863,91.50041702270508,0.03069516493837454,98.88502504972537,98.76224438997188
2020-08-12,110.1959228515625,110.45432345102633,107.55096573953472,107.74598253329141,165598000,0.03323438502395315,0.032694061809618945,1.8809532258804913,106.29372100830078,99.57742919921876,92.13073043823242,0.0312718810539026,99.63997296132656,99.51488543711095
2020-08-13,112.14610290527344,113.15289349736156,111.09055440270924,111.58054387716682,210082000,0.017697388462710073,0.017542613095437636,1.914241185799086,108.14573669433594,100.48725547790528,92.7913850402832,0.03097315605136866,100.54920179000801,100.42530916580255
2020-08-14,112.0461654663086,112.13636091412904,110.23004099312963,111.97059590519345,165565200,-0.0008911360838749216,-0.0008915333816833919,1.912535336405181,109.00760192871094,101.40157470703124,93.46366744995117,0.03095239440175947,101.46347949583476,101.33966991822773
2020-08-17,111.7536392211914,113.19678878679046,111.12470373878634,113.17240982775472,119561600,-0.0026107653385527563,-0.002614179329760444,1.9075421554401368,109.57960205078125,102.20247344970703,94.08542282104492,0.030934938086199307,102.26434332587942,102.14060357353463
2020-08-18,112.68485260009766,113.11145831572809,111.1685737018232,111.50498397074077,105633600,0.00833273426615766,0.008298208698311327,1.9234371973229132,110.1739128112793,103.11599884033203,94.71626403808594,0.030499016605910794,103.17699687354384,103.05500080712021
2020-08-19,112.82623291015625,114.2450033462818,112.73116465257537,113.09438654850844,145538000,0.001254652305046955,0.0012538658865627892,1.9258504422361475,110.74367218017578,104.02333145141601,95.29868591308593,0.030518439194599987,104.08436832980522,103.96229457302681
2020-08-20,115.3298110961914,115.44438550181255,112.85061914452253,112.86768515883944,126907200,0.02218968161445889,0.02194707300884134,1.9685844503864325,111.1900245666504,105.27131652832031,95.88810928344726,0.0277555276244727,105.32682758356925,105.21580547307137
2020-08-21,121.27303314208984,121.7581423853081,116.28052490809851,116.29271066660041,338054800,0.05153240076792853,0.050248529540305974,2.0700303332292584,112.48276214599609,106.82765579223633,96.67883911132813,0.028816452188048704,106.88528869661242,106.77002288786024
2020-08-24,122.7234878540039,125.57809477103142,120.85130005912201,125.49276470400675,345937600,0.011960241072016764,0.01188928261525631,2.0947883950410677,113.76306762695313,108.3496940612793,97.48446441650391,0.028756292039199542,108.40720664535769,108.2921814772009
2020-08-25,121.7166976928711,122.06286102018731,119.98833606258718,121.59237766186422,211495600,-0.008203728387597087,-0.00823756414731429,2.0776033200186603,115.26959457397462,109.8971923828125,98.24956237792969,0.028343077817478534,109.95387853844747,109.84050622717754
2020-08-26,123.37194061279297,123.83023825240734,121.96779591940656,123.03797045440116,163022400,0.013599144170823418,0.013507505678365755,2.1058569470973754,116.58719635009766,111.44045867919922,99.0035270690918,0.028328821578284015,111.4971163223558,111.38380103604266
2020-08-27,121.89710998535156,124.31047816436129,120.74892572684594,123.9765079967238,155552400,-0.01195434407626128,-0.012026371852810892,2.080682808576388,117.56229705810547,112.8540168762207,99.73037948608399,0.02895613752752084,112.91192915127574,112.79610460116565
2020-08-28,121.69963836669922,123.2939194462389,121.47536238371781,122.8746266915099,187630000,-0.0016199860577176262,-0.0016212996539946801,2.0773121314359613,118.52764434814453,113.76762313842774,100.45260116577148,0.01961971515891799,113.80686256874557,113.7283837081099
2020-08-31,125.82675170898438,127.73795204194512,122.86245768919913,124.40311569012621,225702700,0.03391228928593493,0.033349945878909826,2.1477585413743996,119.93495559692383,114.75727882385254,101.26714721679687,0.020104397986994958,114.79748761982654,114.71707002787855
2020-09-01,130.83872985839844,131.44330113966103,127.279625733532,129.45409155934158,151948100,0.039832373333501536,0.0390595206754541,2.2333088614246415,121.7503433227539,115.96212806701661,102.13740234375,0.021255515807376214,116.00463909863136,115.91961703540186
